customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customer_lifetime_value,engagement_score,ticket_frequency,days_since_last_login,support_intensity,purchase_frequency,discount_dependency,complaint_ratio,customer_value_score,inactivity_score,risk_score,risk_level,explanation
0.7632774779892076,0.0,0.0,1.0,0.0,0.0138888888888888,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.1154228855721393,0.3836140888208269,0.0,0.0138888888888888,0.1154228855721393,0.0,0.0,1,0.0011574074074074,0.1829092100761654,0.2056765388169651,0.0133224425137991,0.9861111111111112,57,High,"Low engagement, Low satisfaction, Price increase"
0.562624254473161,1.0,0.0,0.0,0.0,0.4722222222222222,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3850746268656716,0.2245022970903522,0.0,0.4722222222222222,0.3850746268656717,0.0,0.0,1,0.0393518518518518,0.6455556765951962,0.1497291628144821,0.1482824682557362,0.5277777777777778,6,Safe,Price increase
0.364101107639875,1.0,0.0,0.0,0.0,0.0277777777777777,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.354228855721393,0.0240428790199081,1.0,0.0277777777777777,0.3542288557213931,0.0,0.0,0,0.0023148148148148,0.4373091563024973,0.1467755678796213,0.1254780822256875,0.9722222222222222,29,Medium,"Low satisfaction, Price increase"
0.7859982959386538,1.0,0.0,0.0,0.0,0.625,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.2393034825870646,0.2143950995405819,0.0,0.625,0.2393034825870646,0.0,0.0,2,0.0520833333333333,0.3075101847948334,0.4307543086234862,0.0572661567782975,0.375,3,Safe,"Low engagement, Price increase"
0.9245952854302756,0.0,0.0,0.0,0.0,0.0277777777777777,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5218905472636816,0.1416539050535987,1.0,0.0277777777777777,0.5218905472636817,0.0,0.0,2,0.0023148148148148,0.871599074406298,0.3779235458409583,0.2723697433231851,0.9722222222222222,64,High,"Low satisfaction, Price increase"
0.930275489917637,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8099502487562189,0.9347626339969372,1.0,0.1111111111111111,0.809950248756219,0.0,0.0,3,0.0092592592592592,0.4420872012630716,0.5690935477537152,0.6560194054602609,0.8888888888888888,81,Critical,Low satisfaction
0.1422891224084067,1.0,0.0,0.0,1.0,0.3055555555555555,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.7049751243781094,0.2373660030627871,0.0,0.3055555555555556,0.7049751243781095,0.0,0.0,2,0.0254629629629629,0.5380808943397181,0.9598913478929548,0.4969899259919308,0.6944444444444444,49,Medium,High complaints
0.6773643851178642,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1144278606965173,0.3995405819295559,0.0,0.1388888888888889,0.1144278606965174,0.0,0.0,1,0.011574074074074,0.6901609142899188,0.1841096762926376,0.0130937353035815,0.8611111111111112,37,Medium,"Low engagement, Low satisfaction, Price increase"
0.7957966486793524,0.0,0.0,1.0,0.0,0.3888888888888888,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8611940298507462,0.4052067381316998,1.0,0.3888888888888889,0.8611940298507463,0.0,0.0,2,0.0324074074074074,0.4804035486940559,0.6547105106646859,0.7416551570505681,0.6111111111111112,59,High,No major risk factors
0.6438511786424311,1.0,0.0,0.0,1.0,0.861111111111111,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3771144278606965,0.4627871362940275,0.0,0.8611111111111112,0.3771144278606965,0.0,0.0,2,0.0717592592592592,0.4794399801033553,0.3814561562384388,0.1422152917007004,0.1388888888888889,1,Safe,Price increase
0.9757171258165294,1.0,0.0,1.0,1.0,0.1805555555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3154228855721393,0.7385911179173047,0.0,0.1805555555555555,0.3154228855721394,0.0,0.0,3,0.0150462962962962,0.1632205789319101,0.0401884263055578,0.0994915967426549,0.8194444444444444,24,Safe,"Low satisfaction, Price increase"
0.7509230332291963,1.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.0069651741293532,0.434303215926493,0.0,0.2222222222222222,0.0069651741293532,0.0,0.0,3,0.0185185185185185,0.0869867692870491,0.3772856962258658,4.8513650652211296e-05,0.7777777777777778,3,Safe,"Low engagement, Low satisfaction, Price increase"
0.8166714001704061,1.0,0.0,1.0,0.0,0.8055555555555555,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.8169154228855721,0.7186830015313935,0.0,0.8055555555555556,0.8169154228855722,0.0,0.0,3,0.0671296296296296,0.2355270465486663,0.0565508715293158,0.6673508081483132,0.1944444444444445,20,Safe,No major risk factors
0.0247088895200227,1.0,0.0,0.0,0.0,0.6805555555555555,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8502487562189055,0.6531393568147014,1.0,0.6805555555555556,0.8502487562189056,0.0,0.0,1,0.0567129629629629,0.7797102378394545,0.1732017175719595,0.7229229474517959,0.3194444444444445,47,Medium,No major risk factors
0.5133484805452996,1.0,0.0,0.0,0.0,0.3472222222222222,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8681592039800995,0.3578866768759571,0.0,0.3472222222222222,0.8681592039800996,0.0,0.0,2,0.0289351851851851,0.0654605656827977,0.720862772692442,0.75370040345536,0.6527777777777778,40,Medium,High complaints
0.3629650667424027,0.0,0.0,1.0,1.0,0.9583333333333331,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.945273631840796,0.9125574272588056,0.0,0.9583333333333334,0.9452736318407962,0.0,0.0,3,0.0798611111111111,0.1675101235946217,0.2315343720998843,0.893542239053489,0.0416666666666667,3,Safe,No major risk factors
0.8264697529111048,0.0,0.0,0.0,0.0,0.7222222222222222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0238805970149253,0.0070444104134762,0.0,0.7222222222222222,0.0238805970149253,0.0,0.0,1,0.0601851851851851,0.5493649978470188,0.5541579426908111,0.0005702829137892,0.2777777777777778,2,Safe,"Low engagement, Price increase"
0.9967338824197672,1.0,0.0,0.0,1.0,0.986111111111111,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8800995024875623,0.8735068912710566,0.0,0.9861111111111112,0.8800995024875624,0.0,0.0,1,0.0821759259259259,0.5363917922526263,0.2006565707121684,0.7745751342788548,0.0138888888888889,4,Safe,No major risk factors
0.4170690144845214,0.0,0.0,1.0,1.0,0.1388888888888889,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3676616915422885,0.6762633996937213,1.0,0.1388888888888889,0.3676616915422886,0.0,0.0,3,0.011574074074074,0.4953764900131125,0.8821626722671239,0.1351751194277369,0.8611111111111112,19,Safe,"High complaints, Low satisfaction, Price increase"
0.4157909684748651,0.0,0.0,0.0,0.0,0.2916666666666666,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.7144278606965173,0.219448698315467,0.0,0.2916666666666667,0.7144278606965174,0.0,0.0,1,0.0243055555555555,0.4329921389616356,0.8685427691530289,0.5104071681394025,0.7083333333333334,52,High,"High complaints, Low satisfaction"
0.8814257313263277,1.0,1.0,0.0,0.0,0.0138888888888888,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.2129353233830845,0.5114854517611026,1.0,0.0138888888888888,0.2129353233830846,0.0,0.0,4,0.0011574074074074,0.2263846506168143,0.8781077782213227,0.0453414519442588,0.9861111111111112,64,High,"Low engagement, High complaints, Low satisfaction, Price increase"
0.162027833001988,1.0,0.0,1.0,0.0,0.1666666666666666,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0154228855721393,0.252833078101072,0.0,0.1666666666666666,0.0154228855721393,0.0,0.0,0,0.0138888888888888,0.6003088714495693,0.1824304185484409,0.0002378653993713,0.8333333333333334,7,Safe,"Low engagement, Low satisfaction, Price increase"
0.1026696961090599,1.0,0.0,0.0,0.0,0.0138888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0189054726368158,0.2464012251148545,1.0,0.0138888888888888,0.0189054726368158,0.0,0.0,0,0.0011574074074074,0.8102816014975719,0.9245577825964084,0.0003574168956213,0.9861111111111112,20,Safe,"Low engagement, High complaints, Low satisfaction, Price increase"
0.3608349900596421,0.0,0.0,1.0,0.0,0.8055555555555555,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.4144278606965174,0.4656967840735069,0.0,0.8055555555555556,0.4144278606965174,0.0,0.0,0,0.0671296296296296,0.0197980388674279,0.7091252319456703,0.171750451721492,0.1944444444444445,2,Safe,"High complaints, Price increase"
0.636040897472309,1.0,0.0,1.0,1.0,0.6805555555555555,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4114427860696518,0.3931087289433384,0.0,0.6805555555555556,0.4114427860696518,0.0,0.0,3,0.0567129629629629,0.5722406743915064,0.6273637514152774,0.1692851662087572,0.3194444444444445,3,Safe,Price increase
0.6919909116728202,0.0,0.0,0.0,0.0,0.4166666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3686567164179104,0.1468606431852986,0.0,0.4166666666666667,0.3686567164179105,0.0,0.0,3,0.0347222222222222,0.6855167072144311,0.7654566744334645,0.1359077745600356,0.5833333333333334,11,Safe,"High complaints, Price increase"
0.650951434251633,1.0,0.0,1.0,1.0,0.6527777777777778,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8069651741293532,0.6154670750382848,1.0,0.6527777777777778,0.8069651741293533,0.0,0.0,4,0.0543981481481481,0.096674065376789,0.5281125106107125,0.6511927922576174,0.3472222222222222,40,Medium,No major risk factors
0.8689292814541323,1.0,0.0,1.0,1.0,0.0138888888888888,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1189054726368158,0.396937212863706,1.0,0.0138888888888888,0.1189054726368159,0.0,0.0,3,0.0011574074074074,0.5712689221065272,0.4540978431927839,0.0141385114229845,0.9861111111111112,42,Medium,"Low engagement, Low satisfaction, Price increase"
0.5301050837830161,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7164179104477612,0.7863705972434916,0.0,1.0,0.7164179104477613,0.0,0.0,1,0.0833333333333333,0.3365272753954434,0.2147524732261883,0.5132546224103364,0.0,2,Safe,No major risk factors
0.8802896904288554,0.0,0.0,0.0,1.0,0.2361111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4621890547263682,0.028177641653905,1.0,0.2361111111111111,0.4621890547263682,0.0,0.0,1,0.0196759259259259,0.56515726621942,0.702904500104285,0.2136187223088538,0.7638888888888888,38,Medium,"High complaints, Low satisfaction, Price increase"
0.3834138028969043,0.0,1.0,1.0,0.0,0.986111111111111,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.7771144278606964,0.8199081163859111,0.0,0.9861111111111112,0.7771144278606965,0.0,0.0,0,0.0821759259259259,0.791582107897048,0.8101479986112178,0.6039068339892576,0.0138888888888889,4,Safe,High complaints
0.4943197955126384,1.0,1.0,1.0,0.0,0.0277777777777777,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7686567164179104,0.2082695252679938,0.0,0.0277777777777777,0.7686567164179106,0.0,0.0,3,0.0023148148148148,0.9161999331518654,0.0077331329060268,0.5908331476943641,0.9722222222222222,80,Critical,Low satisfaction
0.6878727634194831,0.0,0.0,1.0,1.0,0.375,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.4766169154228856,0.2218989280245022,0.0,0.375,0.4766169154228857,0.0,0.0,4,0.03125,0.5474199599223113,0.2521271352504337,0.2271636840672261,0.625,3,Safe,Price increase
0.7375745526838966,1.0,0.0,0.0,0.0,0.0138888888888888,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0194029850746268,0.2465543644716692,0.0,0.0138888888888888,0.0194029850746268,0.0,0.0,1,0.0011574074074074,0.3312088134663593,0.6555883670475658,0.0003764758298061,0.9861111111111112,15,Safe,"Low engagement, Low satisfaction, Price increase"
0.3385401874467481,1.0,1.0,0.0,0.0,0.0138888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2686567164179104,0.5842266462480857,0.0,0.0138888888888888,0.2686567164179105,0.0,0.0,1,0.0011574074074074,0.3142511820318834,0.6869273750359913,0.0721764312764535,0.9861111111111112,40,Medium,"Low engagement, Low satisfaction, Price increase"
0.6280886111900028,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8124378109452737,0.8643185298621745,0.0,1.0,0.8124378109452738,0.0,0.0,4,0.0833333333333333,0.2614634308310021,0.021239307649133,0.6600551966535484,0.0,2,Safe,No major risk factors
0.6094859414938938,1.0,0.0,0.0,0.0,0.0694444444444444,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5119402985074627,0.4199081163859112,1.0,0.0694444444444444,0.5119402985074628,0.0,0.0,2,0.005787037037037,0.9990741257558724,0.7666432139490262,0.26208286923591,0.9305555555555556,62,High,"High complaints, Low satisfaction, Price increase"
0.6611758023288838,0.0,0.0,0.0,0.0,0.6388888888888888,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5626865671641791,0.4705972434915773,0.0,0.6388888888888888,0.5626865671641792,0.0,0.0,2,0.0532407407407407,0.8734343613157698,0.0710577193592015,0.3166161728670082,0.3611111111111111,29,Medium,No major risk factors
0.5435955694404998,1.0,0.0,0.0,0.0,0.4722222222222222,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8766169154228854,0.470750382848392,1.0,0.4722222222222222,0.8766169154228856,0.0,0.0,1,0.0393518518518518,0.5702169135199711,0.4905824517576856,0.7684572164055344,0.5277777777777778,61,High,No major risk factors
0.8240556660039762,0.0,0.0,0.0,0.0,0.1527777777777777,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7920398009950248,0.0309341500765696,1.0,0.1527777777777778,0.7920398009950249,0.0,0.0,0,0.0127314814814814,0.1290028880580259,0.4178783909532575,0.6273270463602386,0.8472222222222222,71,High,Low satisfaction
0.8893780176086339,1.0,0.0,1.0,1.0,0.1388888888888889,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3114427860696517,0.6162327718223584,0.0,0.1388888888888889,0.3114427860696517,0.0,0.0,2,0.011574074074074,0.52075947643454,0.6725478409544272,0.0969966089948268,0.8611111111111112,14,Safe,"Low satisfaction, Price increase"
0.9473161033797216,0.0,0.0,1.0,1.0,0.9722222222222222,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.5069651741293533,0.6306278713629403,0.0,0.9722222222222222,0.5069651741293534,0.0,0.0,4,0.0810185185185185,0.1787893394703975,0.7866795735192456,0.2570136877800055,0.0277777777777777,1,Safe,"High complaints, Price increase"
0.9877875603521726,0.0,0.0,1.0,1.0,0.2361111111111111,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0248756218905472,0.5470137825421133,0.0,0.2361111111111111,0.0248756218905472,0.0,0.0,2,0.0196759259259259,0.8477850216836198,0.0317123121293433,0.0006187965644414,0.7638888888888888,6,Safe,"Low engagement, Low satisfaction, Price increase"
