customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customer_lifetime_value,engagement_score,ticket_frequency,days_since_last_login
0.7632774779892076,0.0,0.0,1.0,0.0,0.013888888888888888,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.11542288557213931,0.3836140888208269,0.0,0.013888888888888888,0.11542288557213928,0.0,0.0
0.562624254473161,1.0,0.0,0.0,0.0,0.4722222222222222,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3850746268656716,0.22450229709035222,0.0,0.4722222222222222,0.38507462686567173,0.0,0.0
0.364101107639875,1.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.35422885572139307,0.024042879019908116,1.0,0.027777777777777776,0.35422885572139307,0.0,0.0
0.7859982959386538,1.0,0.0,0.0,0.0,0.625,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.23930348258706463,0.21439509954058192,0.0,0.625,0.23930348258706471,0.0,0.0
0.9245952854302755,0.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5218905472636816,0.14165390505359876,1.0,0.027777777777777776,0.5218905472636818,0.0,0.0
0.930275489917637,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8099502487562189,0.9347626339969372,1.0,0.1111111111111111,0.8099502487562191,0.0,0.0
0.1422891224084067,1.0,0.0,0.0,1.0,0.3055555555555555,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.7049751243781094,0.23736600306278713,0.0,0.3055555555555556,0.7049751243781095,0.0,0.0
0.6773643851178642,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11442786069651739,0.3995405819295559,0.0,0.1388888888888889,0.11442786069651742,0.0,0.0
0.7957966486793524,0.0,0.0,1.0,0.0,0.38888888888888884,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8611940298507462,0.40520673813169983,1.0,0.3888888888888889,0.8611940298507464,0.0,0.0
0.6438511786424311,1.0,0.0,0.0,1.0,0.861111111111111,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3771144278606965,0.46278713629402757,0.0,0.8611111111111112,0.3771144278606966,0.0,0.0
0.9757171258165294,1.0,0.0,1.0,1.0,0.18055555555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3154228855721393,0.7385911179173047,0.0,0.18055555555555555,0.3154228855721394,0.0,0.0
0.7509230332291963,1.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.006965174129353213,0.43430321592649307,0.0,0.2222222222222222,0.006965174129353213,0.0,0.0
0.8166714001704061,1.0,0.0,1.0,0.0,0.8055555555555555,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.8169154228855721,0.7186830015313935,0.0,0.8055555555555556,0.8169154228855721,0.0,0.0
0.02470888952002272,1.0,0.0,0.0,0.0,0.6805555555555555,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8502487562189055,0.6531393568147014,1.0,0.6805555555555556,0.8502487562189055,0.0,0.0
0.5133484805452996,1.0,0.0,0.0,0.0,0.3472222222222222,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8681592039800995,0.3578866768759571,0.0,0.3472222222222222,0.8681592039800995,0.0,0.0
0.3629650667424027,0.0,0.0,1.0,1.0,0.9583333333333333,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.945273631840796,0.9125574272588055,0.0,0.9583333333333334,0.9452736318407963,0.0,0.0
0.8264697529111048,0.0,0.0,0.0,0.0,0.7222222222222222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.023880597014925342,0.007044410413476263,0.0,0.7222222222222222,0.02388059701492537,0.0,0.0
0.9967338824197671,1.0,0.0,0.0,1.0,0.986111111111111,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8800995024875623,0.8735068912710566,0.0,0.9861111111111112,0.8800995024875623,0.0,0.0
0.41706901448452144,0.0,0.0,1.0,1.0,0.1388888888888889,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.36766169154228856,0.6762633996937213,1.0,0.1388888888888889,0.36766169154228867,0.0,0.0
