customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customer_lifetime_value,engagement_score,ticket_frequency,days_since_last_login,support_intensity,purchase_frequency,discount_dependency,complaint_ratio,customer_value_score,inactivity_score
0.7632774779892076,0.0,0.0,1.0,0.0,0.013888888888888888,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.11542288557213931,0.3836140888208269,0.0,0.013888888888888888,0.11542288557213932,0.0,0.0,1,0.0011574074074074073,0.18290921007616545,0.20567653881696513,0.013322442513799167,0.9861111111111112
0.562624254473161,1.0,0.0,0.0,0.0,0.4722222222222222,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3850746268656716,0.22450229709035222,0.0,0.4722222222222222,0.3850746268656717,0.0,0.0,1,0.03935185185185185,0.6455556765951962,0.14972916281448212,0.14828246825573624,0.5277777777777778
0.364101107639875,1.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.35422885572139307,0.024042879019908116,1.0,0.027777777777777776,0.3542288557213931,0.0,0.0,0,0.0023148148148148147,0.43730915630249734,0.14677556787962132,0.12547808222568752,0.9722222222222222
0.7859982959386538,1.0,0.0,0.0,0.0,0.625,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.23930348258706463,0.21439509954058192,0.0,0.625,0.23930348258706466,0.0,0.0,2,0.052083333333333336,0.3075101847948334,0.4307543086234862,0.05726615677829755,0.375
0.9245952854302755,0.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5218905472636816,0.14165390505359876,1.0,0.027777777777777776,0.5218905472636817,0.0,0.0,2,0.0023148148148148147,0.871599074406298,0.37792354584095833,0.2723697433231851,0.9722222222222222
0.930275489917637,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8099502487562189,0.9347626339969372,1.0,0.1111111111111111,0.809950248756219,0.0,0.0,3,0.009259259259259259,0.44208720126307166,0.5690935477537152,0.6560194054602609,0.8888888888888888
0.1422891224084067,1.0,0.0,0.0,1.0,0.3055555555555555,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.7049751243781094,0.23736600306278713,0.0,0.3055555555555556,0.7049751243781095,0.0,0.0,2,0.02546296296296296,0.5380808943397181,0.9598913478929549,0.49698992599193087,0.6944444444444444
0.6773643851178642,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11442786069651739,0.3995405819295559,0.0,0.1388888888888889,0.1144278606965174,0.0,0.0,1,0.011574074074074075,0.6901609142899188,0.18410967629263764,0.01309373530358159,0.8611111111111112
0.7957966486793524,0.0,0.0,1.0,0.0,0.38888888888888884,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8611940298507462,0.40520673813169983,1.0,0.3888888888888889,0.8611940298507463,0.0,0.0,2,0.032407407407407406,0.4804035486940559,0.6547105106646859,0.7416551570505681,0.6111111111111112
0.6438511786424311,1.0,0.0,0.0,1.0,0.861111111111111,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3771144278606965,0.46278713629402757,0.0,0.8611111111111112,0.37711442786069654,0.0,0.0,2,0.07175925925925926,0.4794399801033553,0.38145615623843887,0.14221529170070046,0.13888888888888895
0.9757171258165294,1.0,0.0,1.0,1.0,0.18055555555555555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3154228855721393,0.7385911179173047,0.0,0.18055555555555555,0.3154228855721394,0.0,0.0,3,0.015046296296296295,0.1632205789319101,0.040188426305557856,0.09949159674265491,0.8194444444444444
0.7509230332291963,1.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.006965174129353213,0.43430321592649307,0.0,0.2222222222222222,0.006965174129353214,0.0,0.0,3,0.018518518518518517,0.08698676928704918,0.37728569622586583,4.8513650652211296e-05,0.7777777777777778
0.8166714001704061,1.0,0.0,1.0,0.0,0.8055555555555555,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.8169154228855721,0.7186830015313935,0.0,0.8055555555555556,0.8169154228855722,0.0,0.0,3,0.06712962962962962,0.2355270465486663,0.056550871529315816,0.6673508081483132,0.19444444444444453
0.02470888952002272,1.0,0.0,0.0,0.0,0.6805555555555555,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8502487562189055,0.6531393568147014,1.0,0.6805555555555556,0.8502487562189056,0.0,0.0,1,0.05671296296296296,0.7797102378394545,0.17320171757195957,0.7229229474517959,0.31944444444444453
